NAME,county,year,y,n,E
Wood,87,16,44,107907,60.46432566
Wyandot,88,16,10,22396,12.52377236
Adams,1,17,12,24307,13.56955888
Allen,2,17,69,109889,60.97014985
Ashland,3,17,25,46286,25.58749819
Ashtabula,4,17,56,101440,56.35252447
Athens,5,17,38,57300,32.37985753
Auglaize,6,17,35,43300,24.09888144
Belmont,7,17,55,81017,44.64363234
Brown,8,17,24,33520,18.86564836
Butler,9,17,141,264820,146.7132924
Carroll,10,17,17,26433,14.75379593
Champaign,11,17,18,33390,18.54478095
Clark,12,17,87,146861,81.30211439
Clermont,13,17,75,135984,76.04326066
Clinton,14,17,17,34613,19.04024149
Columbiana,15,17,74,111641,61.86648413
Coshocton,16,17,15,36241,20.09016229
Crawford,17,17,26,49150,27.27463985
Cuyahoga,18,17,923,1463525,802.5490331
Darke,19,17,24,53819,29.9159079
Defiance,20,17,16,38388,21.48072315
Delaware,21,17,14,56528,31.61805903
Erie,22,17,42,77602,43.31987548
Fairfield,23,17,33,95254,53.10443803
Fayette,24,17,14,27463,15.24536786
Franklin,25,17,444,892418,494.0146722
Fulton,26,17,18,38099,21.19824359
Gallia,27,17,10,30048,16.79579586
Geauga,28,17,20,74485,41.76843553
Greene,29,17,50,128887,71.97834736
Guernsey,30,17,19,41246,22.7037045
Hamilton,31,17,642,865815,475.3826689
Hancock,32,17,27,65521,36.27915521
Hardin,33,17,15,31714,17.6196193
Harrison,34,17,7,16916,9.352659952
Henry,35,17,12,28320,15.76092256
Highland,36,17,24,34163,19.02714697
Hocking,37,17,18,24693,13.82389555
Holmes,38,17,6,30344,16.86341911
Huron,39,17,21,54922,30.33335588
Jackson,40,17,14,30322,16.83419347
Jefferson,41,17,68,87432,48.1013526
Knox,42,17,26,47170,26.22149411
Lake,43,17,103,213190,118.441187
Lawrence,44,17,41,63224,35.12396185
Licking,45,17,84,123901,68.93466644
Logan,46,17,20,39586,21.91225604
Lorain,47,17,124,270238,149.9861173
Lucas,48,17,243,462892,255.2431502
Madison,49,17,20,34249,19.56502192
Mahoning,50,17,147,280329,154.6176847
Marion,51,17,26,66436,37.19030318
Medina,52,17,41,115305,64.6503517
Meigs,53,17,14,23616,13.27778469
Mercer,54,17,9,38570,21.51705461
Miami,55,17,39,89047,49.4506765
Monroe,56,17,7,16628,9.34662464
Montgomery,57,17,326,564438,311.1830585
Morgan,58,17,6,14185,7.896638132
Morrow,59,17,9,26756,15.04677886
Muskingum,60,17,62,84376,46.68169502
Noble,61,17,10,11226,6.2814312
Ottawa,62,17,25,39641,22.06985833
Paulding,63,17,11,20727,11.55815152
Perry,64,17,23,31451,17.54880214
Pickaway,65,17,24,42594,23.83268347
Pike,66,17,17,24867,13.96544363
Portage,67,17,65,136351,76.55304749
Preble,68,17,21,38712,21.82999143
Putnam,69,17,10,33436,18.73607651
Richland,70,17,66,129339,72.23501516
Ross,71,17,36,67414,38.33670169
Sandusky,72,17,25,62370,34.93300702
Scioto,73,17,70,84275,46.9230856
Seneca,74,17,39,61404,34.0261529
Shelby,75,17,23,43392,24.28290758
Stark,76,17,198,375402,207.2059309
Summit,77,17,302,512121,282.0447198
Trumbull,78,17,114,235835,130.3050916
Tuscarawas,79,17,37,85506,47.18004444
Union,80,17,11,30542,16.77353126
Van Wert,81,17,17,29900,16.67934067
Vinton,82,17,3,11552,6.504501431
Warren,83,17,42,101915,57.39782525
Washington,84,17,39,64559,35.9654146
Wayne,85,17,31,99318,55.47499795
Williams,86,17,17,36278,20.2366826
Wood,87,17,37,108497,60.06738274
Wyandot,88,17,16,22584,12.48900748
Adams,1,18,20,24423,14.32864759
Allen,2,18,53,110251,64.29493154
Ashland,3,18,34,46441,26.99986718
Ashtabula,4,18,56,101402,59.20013346
Athens,5,18,21,57435,34.09933429
Auglaize,6,18,22,43539,25.44850055
Belmont,7,18,44,79507,46.02558218
Brown,8,18,19,34218,20.2606852
Butler,9,18,139,267923,155.9685873
Carroll,10,18,11,26607,15.59774604
Champaign,11,18,19,33733,19.68781578
Clark,12,18,92,146733,85.46017898
Clermont,13,18,94,138164,81.20886123
Clinton,14,18,26,34600,19.96660743
Columbiana,15,18,65,110932,64.57042797
Coshocton,16,18,11,35813,20.86039662
Crawford,17,18,35,49086,28.64698113
Cuyahoga,18,18,937,1454155,838.4556709
Darke,19,18,37,53899,31.4938248
Defiance,20,18,12,39022,22.93731001
Delaware,21,18,24,57335,33.72456921
Erie,22,18,40,77340,45.35651595
Fairfield,23,18,54,96024,56.26980625
Fayette,24,18,16,27443,16.01453962
Franklin,25,18,524,898729,523.2043144
Fulton,26,18,9,38304,22.38387336
Gallia,27,18,6,30066,17.65615727
Geauga,28,18,20,74778,44.06541021
Greene,29,18,71,129445,76.1091117
Guernsey,30,18,22,40677,23.51767932
Hamilton,31,18,639,865708,499.9152126
Hancock,32,18,31,65895,38.35949611
Hardin,33,18,26,31718,18.49947378
Harrison,34,18,7,16653,9.660838818
Henry,35,18,23,28399,16.62122737
Highland,36,18,25,34315,20.09720104
Hocking,37,18,18,24579,14.46780115
Holmes,38,18,8,30647,17.90607093
Huron,39,18,21,54798,31.77721532
Jackson,40,18,15,30386,17.74297146
Jefferson,41,18,56,86569,49.985065
Knox,42,18,26,47428,27.71165909
Lake,43,18,127,212139,123.8321648
Lawrence,44,18,37,62443,36.47535
Licking,45,18,61,124548,72.80496925
Logan,46,18,25,39863,23.17872938
Lorain,47,18,124,269978,157.4230214
Lucas,48,18,308,462723,268.2564575
Madison,49,18,21,34634,20.77248177
Mahoning,50,18,183,278505,161.564545
Marion,51,18,40,66009,38.84810608
Medina,52,18,45,115573,68.10509185
Meigs,53,18,17,23732,14.05090367
Mercer,54,18,15,38831,22.7657859
Miami,55,18,48,89093,52.01534715
Monroe,56,18,6,16397,9.692746888
Montgomery,57,18,341,565284,327.5626891
Morgan,58,18,11,14152,8.28750718
Morrow,59,18,12,26982,15.96210588
Muskingum,60,18,60,84206,48.97919121
Noble,61,18,9,11454,6.725988417
Ottawa,62,18,28,39743,23.23497406
Paulding,63,18,6,20787,12.16929398
Perry,64,18,23,31569,18.51967965
Pickaway,65,18,22,44926,26.40997683
Pike,66,18,8,25084,14.7960398
Portage,67,18,58,136172,80.37670154
Preble,68,18,22,38967,23.14021886
Putnam,69,18,12,33343,19.63382034
Richland,70,18,50,129228,75.80153365
Ross,71,18,29,67714,40.44320361
Sandusky,72,18,34,62081,36.57709986
Scioto,73,18,56,83197,48.66220832
Seneca,74,18,25,61772,35.96564182
Shelby,75,18,22,43753,25.72250335
Stark,76,18,205,374180,217.0391518
Summit,77,18,292,508637,294.2607286
Trumbull,78,18,139,234767,136.2965856
Tuscarawas,79,18,58,85504,49.60401408
Union,80,18,10,30877,17.80992462
Van Wert,81,18,13,29995,17.58572477
Vinton,82,18,6,11435,6.77552433
Warren,83,18,55,102771,60.76772791
Washington,84,18,27,64351,37.6736286
Wayne,85,18,46,100142,58.80802695
Williams,86,18,17,36594,21.42008997
Wood,87,18,55,109481,63.72963411
Wyandot,88,18,10,22645,13.1483743
Adams,1,19,12,24767,14.49595836
Allen,2,19,65,110745,64.49626464
Ashland,3,19,19,46030,26.71664838
Ashtabula,4,19,50,100011,58.30638596
Athens,5,19,15,57599,34.12416211
Auglaize,6,19,23,43653,25.48116701
Belmont,7,19,50,76752,44.39887005
Brown,8,19,23,34243,20.24082908
Butler,9,19,164,271033,157.6243133
Carroll,10,19,8,26566,15.5518967
Champaign,11,19,19,34301,19.98852374
Clark,12,19,95,146879,85.44195061
Clermont,13,19,80,140438,82.37679483
Clinton,14,19,19,34798,20.05979569
Columbiana,15,19,68,108259,62.94789676
Coshocton,16,19,28,35707,20.79503404
Crawford,17,19,30,48613,28.33279643
Cuyahoga,18,19,953,1453242,837.49723
Darke,19,19,28,53468,31.20032924
Defiance,20,19,25,39062,22.92262159
Delaware,21,19,23,58857,34.54888607
Erie,22,19,43,77019,45.11299701
Fairfield,23,19,51,97550,57.07984069
Fayette,24,19,23,27422,15.97337981
Franklin,25,19,499,910990,529.5765123
Fulton,26,19,7,37761,22.02968681
Gallia,27,19,16,29918,17.54924976
Geauga,28,19,38,76348,44.90684005
Greene,29,19,50,130328,76.48214152
Guernsey,30,19,18,39672,22.91823826
Hamilton,31,19,572,873015,503.7099467
Hancock,32,19,33,65200,37.90031487
Hardin,33,19,19,31431,18.30623662
Harrison,34,19,16,16248,9.424450917
Henry,35,19,16,28232,16.48534023
Highland,36,19,19,34482,20.15388298
Hocking,37,19,10,24704,14.51473723
Holmes,38,19,9,30449,17.7689171
Huron,39,19,33,55313,32.07268851
Jackson,40,19,15,30086,17.54789815
Jefferson,41,19,71,83494,48.20071398
Knox,42,19,23,46995,27.42664251
Lake,43,19,111,212972,124.1455548
Lawrence,44,19,33,62212,36.26975143
Licking,45,19,76,124488,72.67627965
Logan,46,19,24,39848,23.14832874
Lorain,47,19,137,267556,155.8475951
Lucas,48,19,305,463303,268.3764095
Madison,49,19,12,35020,20.9296522
Mahoning,50,19,200,273796,158.7114941
Marion,51,19,50,64906,38.15163678
Medina,52,19,31,115314,67.80294432
Meigs,53,19,15,23659,13.9766845
Mercer,54,19,15,38450,22.50588526
Miami,55,19,47,89631,52.27424243
Monroe,56,19,6,15717,9.279338435
Montgomery,57,19,374,567113,328.3451617
Morgan,58,19,11,14072,8.230077207
Morrow,59,19,10,26987,15.92850968
Muskingum,60,19,45,83169,48.30238619
Noble,61,19,7,11272,6.611942082
Ottawa,62,19,14,39700,23.17606303
Paulding,63,19,11,20663,12.07538474
Perry,64,19,25,31592,18.51750993
Pickaway,65,19,23,45582,26.74426795
Pike,66,19,11,24595,14.48223693
Portage,67,19,44,136974,80.65569838
Preble,68,19,26,38674,22.89568066
Putnam,69,19,16,33324,19.58167022
Richland,70,19,79,127850,74.92626592
Ross,71,19,25,66928,39.89910234
Sandusky,72,19,33,61732,36.3205694
Scioto,73,19,71,81676,47.72006155
Seneca,74,19,31,61207,35.59864636
Shelby,75,19,21,43819,25.73706127
Stark,76,19,217,370686,214.8341682
Summit,77,19,293,507995,293.6544432
Trumbull,78,19,143,230959,133.946768
Tuscarawas,79,19,49,84048,48.68654361
Union,80,19,14,31518,18.16007959
Van Wert,81,19,15,29521,17.28700678
Vinton,82,19,7,11511,6.808335047
Warren,83,19,40,104817,61.77091699
Washington,84,19,40,63672,37.23338049
Wayne,85,19,38,100282,58.77866823
Williams,86,19,13,36050,21.06312509
Wood,87,19,40,109355,63.5583619
Wyandot,88,19,11,22137,12.836058
Adams,1,20,16,25234,15.08044449
Allen,2,20,69,111458,66.22579787
Ashland,3,20,28,46381,27.47586224
Ashtabula,4,20,53,99422,59.14566045
Athens,5,20,27,58292,35.23691421
Auglaize,6,20,19,43941,26.17231712
Belmont,7,20,62,76317,45.03880819
Brown,8,20,30,34894,21.0447728
Butler,9,20,159,276105,163.8227243
Carroll,10,20,19,26688,15.9464133
Champaign,11,20,11,34797,20.69263274
Clark,12,20,114,147227,87.3966586
Clermont,13,20,89,144116,86.25354726
Clinton,14,20,22,35401,20.81642066
Columbiana,15,20,67,108194,64.19530968
Coshocton,16,20,13,35845,21.29310831
Crawford,17,20,24,48652,28.91492393
Cuyahoga,18,20,952,1444257,849.1012248
Darke,19,20,28,53631,31.92888848
Defiance,20,20,16,39270,23.52214467
Delaware,21,20,28,59976,35.93594479
Erie,22,20,32,77036,46.02997387
Fairfield,23,20,54,99228,59.23982873
Fayette,24,20,17,27524,16.35860899
Franklin,25,20,488,921955,546.6991036
Fulton,26,20,16,38121,22.70304199
Gallia,27,20,19,30294,18.12700177
Geauga,28,20,28,76979,46.18977384
Greene,29,20,60,131924,78.95635249
Guernsey,30,20,33,39591,23.34359151
Hamilton,31,20,593,873976,514.4625504
Hancock,32,20,36,65449,38.84244577
Hardin,33,20,20,31740,18.85571276
Harrison,34,20,12,15659,9.25831277
Henry,35,20,9,28323,16.87873768
Highland,36,20,21,35147,20.95102447
Hocking,37,20,17,25080,15.03422239
Holmes,38,20,6,30399,18.10321662
Huron,39,20,23,55743,32.96350386
Jackson,40,20,26,30333,18.05606782
Jefferson,41,20,68,82533,48.61344888
Knox,42,20,27,47467,28.26698325
Lake,43,20,108,213431,126.8949737
Lawrence,44,20,46,62280,37.06945046
Licking,45,20,61,125243,74.58987616
Logan,46,20,30,40476,23.99079846
Lorain,47,20,136,268043,159.2645983
Lucas,48,20,290,463086,273.6523027
Madison,49,20,15,35418,21.59495872
Mahoning,50,20,163,272251,160.9579004
Marion,51,20,40,64974,38.9536314
Medina,52,20,40,116904,70.13254555
Meigs,53,20,19,23746,14.31847142
Mercer,54,20,12,38802,23.16562172
Miami,55,20,44,90178,53.63008471
Monroe,56,20,8,15471,9.312433755
Montgomery,57,20,361,569400,336.286118
Morgan,58,20,13,14134,8.433637743
Morrow,59,20,14,27276,16.4293065
Muskingum,60,20,75,83458,49.47370556
Noble,61,20,2,11301,6.76053424
Ottawa,62,20,26,39622,23.60415895
Paulding,63,20,14,20920,12.47627643
Perry,64,20,14,31848,19.02868097
Pickaway,65,20,26,46021,27.53872643
Pike,66,20,13,24937,14.98024875
Portage,67,20,62,137565,82.68678612
Preble,68,20,18,39149,23.66664883
Putnam,69,20,14,33548,20.11798907
Richland,70,20,79,127937,76.47756745
Ross,71,20,36,67566,41.09250543
Sandusky,72,20,22,61805,37.09297442
Scioto,73,20,58,81663,48.67730185
Seneca,74,20,41,61623,36.56342117
Shelby,75,20,16,44076,26.40235635
Stark,76,20,244,369864,218.6515633
Summit,77,20,323,508761,300.0684819
Trumbull,78,20,146,229417,135.7246389
Tuscarawas,79,20,38,84202,49.7531033
Union,80,20,12,31967,18.78578476
Van Wert,81,20,17,29634,17.70499291
Vinton,82,20,9,11497,6.941689785
Warren,83,20,56,107392,64.57529631
Washington,84,20,40,63694,37.99115409
Wayne,85,20,45,101383,60.62826549
Williams,86,20,22,36448,21.72551636
Wood,87,20,45,109821,65.13969619
Wyandot,88,20,21,22214,13.15774543
Adams,1,21,15,25542,15.55971679
Allen,2,21,58,111868,67.82761319
Ashland,3,21,30,46508,28.11551728
Ashtabula,4,21,65,98559,59.82835018
Athens,5,21,24,58653,36.14621847
Auglaize,6,21,22,44194,26.85592722
Belmont,7,21,70,75003,45.19711826
Brown,8,21,23,35426,21.78354036
Butler,9,21,158,279860,169.4397851
Carroll,10,21,10,26710,16.26721599
Champaign,11,21,21,35193,21.36024814
Clark,12,21,105,147350,89.23895174
Clermont,13,21,75,146788,89.62198362
Clinton,14,21,24,35669,21.40919807
Columbiana,15,21,60,107217,64.89317075
Coshocton,16,21,19,35826,21.71746188
Crawford,17,21,31,48540,29.44293206
Cuyahoga,18,21,993,1438103,863.2632863
Darke,19,21,35,53598,32.573496
Defiance,20,21,22,39484,24.11883277
Delaware,21,21,22,61171,37.37470288
Erie,22,21,54,76844,46.84158962
Fairfield,23,21,45,100459,61.19071827
Fayette,24,21,18,27600,16.7495636
Franklin,25,21,543,932817,564.6053157
Fulton,26,21,11,38171,23.19463776
Gallia,27,21,29,30450,18.59929984
Geauga,28,21,30,77823,47.62596883
Greene,29,21,52,132691,81.01711334
Guernsey,30,21,27,39132,23.55377082
Hamilton,31,21,576,876631,526.8086081
Hancock,32,21,29,65462,39.63381769
Hardin,33,21,21,31821,19.28681791
Harrison,34,21,14,15229,9.195400876
Henry,35,21,9,28357,17.24744491
Highland,36,21,24,35528,21.6167299
Hocking,37,21,12,25284,15.4584175
Holmes,38,21,8,30347,18.42607724
Huron,39,21,16,55976,33.77181072
Jackson,40,21,18,30357,18.44314423
Jefferson,41,21,77,81028,48.73753312
Knox,42,21,37,47638,28.94427791
Lake,43,21,147,213825,129.7696506
Lawrence,44,21,49,62066,37.70870605
Licking,45,21,81,125770,76.43470786
Logan,46,21,25,40795,24.6779548
Lorain,47,21,149,267355,162.138645
Lucas,48,21,305,463044,279.31795
Madison,49,21,16,35780,22.23377336
Mahoning,50,21,187,269911,162.8920224
Marion,51,21,55,64669,39.55491127
Medina,52,21,42,117582,71.93664403
Meigs,53,21,16,23791,14.62406377
Mercer,54,21,12,38915,23.70624106
Miami,55,21,42,90644,55.0235999
Monroe,56,21,11,15117,9.282986113
Montgomery,57,21,340,570927,344.2115629
Morgan,58,21,11,14109,8.583832923
Morrow,59,21,10,27478,16.86762858
Muskingum,60,21,66,83115,50.27469618
Noble,61,21,5,11276,6.881242126
Ottawa,62,21,26,39653,24.0961254
Paulding,63,21,9,20984,12.77176857
Perry,64,21,14,32010,19.50738724
Pickaway,65,21,27,46816,28.58692961
Pike,66,21,23,24979,15.32354493
Portage,67,21,55,138060,84.62061712
Preble,68,21,18,39301,24.20747532
Putnam,69,21,11,33659,20.59104987
Richland,70,21,67,127436,77.70699775
Ross,71,21,42,67612,41.91212851
Sandusky,72,21,32,61653,37.73950325
Scioto,73,21,67,80863,49.19378808
Seneca,74,21,40,61638,37.32827568
Shelby,75,21,22,44239,27.03227609
Stark,76,21,224,368326,222.2613669
Summit,77,21,337,508380,306.0850826
Trumbull,78,21,146,227250,137.2497465
Tuscarawas,79,21,51,83877,50.59249018
Union,80,21,6,32436,19.4565324
Van Wert,81,21,10,29566,18.01330585
Vinton,82,21,4,11493,7.067406469
Warren,83,21,59,109232,66.96739267
Washington,84,21,40,63446,38.6119344
Wayne,85,21,32,102027,62.23816528
Williams,86,21,17,36499,22.19865668
Wood,87,21,30,110065,66.61730817
Wyandot,88,21,16,22147,13.38296896
