"","distance_from_home","distance_from_last_transaction","ratio_to_median_purchase_price","repeat_retailer","used_chip","used_pin_number","online_order","fraud"
"1772",2.4449212324558,0.424902247502496,0.624895120549782,1,1,0,1,0
"7896",39.1119566375754,0.245367347697023,0.840469295683049,1,0,0,0,0
"9285",33.3063376474484,40.1585315166623,9.23776400971573,1,0,0,1,1
"17244",10.7993641582389,0.916514170973674,5.95096280241301,1,0,0,1,1
"7405",79.1708867402693,0.168723919006743,0.352523368357123,1,1,0,1,0
"12503",22.040407327589,0.313007458274249,4.67036295924961,1,0,0,1,1
"2697",10.5901480791272,1.44543650859642,0.0631059930017119,1,0,0,1,0
"13560",3.29828478974738,3.98372122053597,4.03495759477302,1,0,0,1,1
"16917",190.234715611603,0.0757460538765275,0.50597376009028,1,0,0,1,1
"8381",59.2225848368266,0.0529175817373563,1.50574531587311,1,1,0,0,0
"1123",18.6989584291285,0.877537157266922,0.73396208780886,1,0,0,0,0
"16510",5.86066363065725,1.16200272421806,5.23101944260649,1,1,0,1,1
"1943",7.03538079932931,0.407540790265342,0.55186667089495,1,1,0,1,0
"7263",15.3989754946828,0.372672952066194,1.05938757988213,1,0,0,1,0
"11335",3.3304169681968,2.20867811948704,5.50783343916251,1,0,0,1,1
"2561",16.4151888264297,0.312062887001998,3.01297190734661,1,0,0,0,0
"12998",18.2882124957305,0.467244497208558,5.75348940164913,1,0,0,1,1
"6891",2.91193912961597,55.68996639934,2.07804651140934,1,0,1,1,0
"8957",26.9139025873327,0.564501448340073,0.147292823128991,1,0,0,1,0
"8551",2.93102268035009,212.869006630115,0.922267734709135,1,1,0,1,0
"17050",135.648592793304,0.321632003409476,3.53136184549074,1,0,0,1,1
"2253",17.2899221089287,1.7877720254144,0.493149272116697,1,0,0,0,0
"10347",25.0239385822356,1.53279317402419,8.22502570126581,1,0,0,1,1
"13968",1.86260676763894,0.623633725777518,4.66554113172735,0,0,0,1,1
"4032",32.2277082552778,0.475454085908209,0.261905371798175,1,0,0,1,0
"5462",2.63726985296182,5.65407803547855,2.62452538638191,1,1,0,1,0
"1804",3.62942562450708,0.268907809501426,1.32233903216494,1,1,0,1,0
"12148",5.05246281905479,1.2946858825171,4.44961506022193,1,0,0,1,1
"799",4.61665543792052,0.531577615366479,5.38061301126822,1,0,0,0,0
"9154",1.41167506256358,0.322247199730678,7.11673161492993,0,0,0,1,1
"1436",11.1191457716969,0.596175225953357,1.76254109877276,1,0,0,0,0
"11051",5.08445305205927,90.1073541954978,2.91792047964084,1,0,0,1,1
"16495",4.24500980025391,7.35824778270202,8.13498369639043,1,1,0,1,1
"15789",2.01566017067742,0.477018142533163,5.54631637462878,1,1,0,1,1
"1070",60.2370156811449,0.203672188183038,1.59703862680698,1,0,0,1,0
"4822",2.4906593997649,1.11277883309806,1.59704070188418,1,0,1,0,0
"3472",42.196607470173,4.04684489462791,0.67977578710524,1,0,0,1,0
"4712",0.396564596646587,3.08648322170764,3.68086195268972,0,0,0,1,0
"8544",3.35297132977274,0.622543932447083,0.242569538053186,1,0,0,0,0
"9779",1.10085211286393,0.185464518413303,6.88311670582241,0,0,0,1,1
"2010",12.9003585205019,3.16657215467828,0.694477373465578,1,0,0,1,0
"12377",8.80788937812885,4.22274656164658,4.84279509153188,1,0,0,1,1
"2727",33.9851103599103,0.974909662717647,0.681448070401686,1,0,0,1,0
"4282",11.4317525086909,3.51151499915329,0.0282325686215357,1,0,0,1,0
"10073",25.7972076816551,2.03150531184516,6.23471144202931,1,0,0,1,1
"9222",10.1940597202277,59.7961700774457,8.18031647217992,1,1,0,1,1
"14344",500.255657297663,1.9567470307581,0.446198242286932,1,0,0,1,1
"11119",18.1273449741758,0.133003083513337,9.33590597910427,1,0,0,1,1
"15098",11.7151969215018,0.820643073502776,7.93048438810097,1,0,0,1,1
"6035",8.82343520630018,2.27490768366592,0.570192668209243,1,1,0,1,0
"17737",3.15961082706602,2.35407664248343,4.24866735230221,1,0,0,1,1
"2765",25.6385743142492,0.67543352791445,0.339155353431988,1,0,0,1,0
"16760",174.506991716795,0.425093588188338,20.7439691364328,1,0,0,0,1
"8456",94.481945446673,0.103473396655931,1.75120232496986,1,0,0,1,0
"8494",18.2659835824878,31.2840450723809,1.0673439460391,1,0,0,0,0
"5943",9.10030732452248,0.741645577446884,0.757793409986463,1,0,0,0,0
"9942",7.44747506217145,0.202711433054603,4.5313976987621,1,1,0,1,1
"15943",6.61591748389666,1.9935386609756,4.95774480068952,1,0,0,1,1
"16417",14.4701645769595,2.92691852971239,4.56865637223796,1,0,0,1,1
"13522",3.84966548892282,1.49730606227644,8.98108007829499,1,0,0,1,1
"14087",13.3767915145208,1.431441142273,8.41053075493461,1,0,0,1,1
"9005",2.37609054035649,2.44762832105012,2.73318688321466,1,0,0,1,0
"12989",18.0848198862224,2.4424416455658,7.49091495588997,1,0,0,1,1
"8354",4.48928528428952,0.289334049223953,0.829892446587256,1,0,0,1,0
"17457",2.88371611841528,1.22300604593467,6.79149345162812,1,0,0,1,1
"9332",3.16316107038691,0.316496625807682,6.42498701180805,1,0,0,1,1
"1908",3.98964798385244,1.28608098990505,3.51185016605235,1,0,0,1,0
"5277",46.1589900369534,1.99026453355513,2.34602732270994,1,0,0,0,0
"12301",344.838179381273,0.86252657893281,0.744564927951442,1,0,0,1,1
"14364",100.071305697113,0.0728376713170315,0.13913737941229,1,0,0,1,1
"5737",6.42815621079918,0.0436752191770715,0.696582640736833,1,1,0,0,0
"6043",7.1455039655477,1.53045057409421,1.06508865499183,1,1,0,1,0
"69",11.798269353702,0.117180348723712,0.593357522687124,1,1,0,1,0
"4480",78.1201593064568,8.34849197579183,0.696058451151356,1,1,0,1,0
"14890",100.650525909964,7.49107506035596,0.395920123213123,1,0,0,1,1
"4520",15.5261023340661,2.59324135907484,0.0576234280287182,1,0,0,1,0
"12766",318.876973465728,0.379727177553448,0.937060872183771,1,0,0,1,1
"4098",28.1294858744444,23.3599022496462,0.351554247411354,1,0,1,1,0
"11630",164.559531081965,0.249535332301289,1.27344647218679,1,0,0,1,1
"8967",31.1154137063319,4.03170445032145,1.27234636627872,1,1,0,1,0
"8726",12.8505099000073,2.67504611020338,4.42954256375435,1,0,0,0,0
"13798",0.871174531837312,8.49774971161412,8.67738544741034,0,0,0,1,1
"9346",3.52760295000965,57.5135855846909,1.03221176351789,1,0,0,1,1
"8128",10.6113467975846,0.139381951213269,1.74894489576447,1,0,0,0,0
"3379",10.2646914310064,0.759006260120275,0.60274812432135,1,0,0,0,0
"6641",78.7708070367027,2.30643933179034,0.695513503298819,1,0,0,1,0
"3825",11.6583085861033,0.0632769134873547,1.28654900101368,1,0,0,1,0
"8334",6.58718799689309,6.20938411325005,2.74331338067922,1,1,0,1,0
"10246",45.0265086738957,0.420641222552713,13.1517355408739,1,0,0,1,1
"663",17.4300638805804,0.285706309702107,1.561104196382,1,0,0,0,0
"11674",121.480606054351,1.27655630879342,5.69143476773241,1,0,0,1,1
"8646",50.1385074223158,3.49025630048458,1.59335527270558,1,0,0,0,0
"9350",271.53084261417,0.284292518781514,0.451730231973361,1,0,0,1,1
"5884",2.55115862459414,0.737161199265779,2.25947288486854,1,1,0,0,0
"7376",1.01683104673196,0.395584746501259,2.28999753222368,0,1,0,1,0
"15692",153.651637973999,5.90718383285528,0.904453504324264,1,0,0,1,1
"922",20.6423589904506,0.235850481246531,0.521783604491323,1,1,0,0,0
"4563",2.58103009539924,0.06844910229253,0.256275965627289,1,1,0,1,0
"17709",101.580748238608,1.37509400972175,0.92980736987955,1,0,0,1,1
"2863",7.10717654890443,2.16183850364197,0.487259728519278,1,1,1,0,0
"15079",250.060641648415,2.58001360092228,0.673345112649707,1,0,0,1,1
"1675",2.91534756258858,0.336467311928204,2.6540030289146,1,0,0,1,0
"4966",8.39666385532462,29.7937700540923,0.272888511875655,1,1,0,1,0
"15832",19.6279108481964,2.48006197757494,4.16780711716611,1,0,0,1,1
"4659",2.83104594066647,2.88657595438005,0.124800820060982,1,1,0,0,0
"7690",6.42837772037512,0.0995262354792988,0.250301072317252,1,0,0,1,0
"4138",34.6018729627751,0.676790465451443,0.0527204223934532,1,1,0,1,0
"6616",6.41404188551819,3.11096783512335,0.156278970715364,1,0,0,1,0
"12834",110.144124543431,0.424009477954805,2.66985014822233,1,0,0,1,1
"13893",13.8964495299341,34.7682513181262,6.62122244312683,1,1,0,1,1
"1634",7.63224134466514,1.426407706684,3.09758648869152,1,0,0,0,0
"11775",101.989607674796,0.139187832535477,0.656838826105837,1,0,0,1,1
"5442",8.31657318840365,0.0164011231101676,0.404162010229542,1,1,1,0,0
"13523",1.45781832526238,4.28180243117488,16.1673346572826,0,0,0,0,1
"13044",112.716278252254,0.158219921478867,0.997127163917614,1,0,0,1,1
"8773",14.4200706535223,1.20491901417944,0.338576901880121,1,1,0,0,0
"15401",8.80568182722627,3.1296720122641,8.24167097807251,1,1,0,1,1
"10864",34.4984157471208,60.4394814032293,3.20630880015662,1,0,0,1,1
"14450",2.17810698269113,8.73074792650904,5.29916643146117,1,0,0,1,1
"5953",3.01455926670955,0.815580719637297,0.378885812447994,1,0,0,1,0
"14305",18.3052364888863,0.0535829193894616,4.63811512346302,1,1,0,1,1
"13399",11.7401940498438,31.758968167519,4.73359920058113,1,0,0,1,1
"15063",0.54715054125078,0.428222162160736,4.96142698623143,0,1,0,1,1
"16668",4.57557736904185,0.0468855491332491,20.2042898252985,1,1,0,1,1
"698",61.8601983417749,2.39536405084643,1.36496348137202,1,0,0,0,0
"16775",115.100897593042,0.499761014700354,1.10603089257515,1,0,0,1,1
"9045",38.352295959155,0.910542192200118,1.31878516906373,1,0,0,0,0
"7360",18.1948088230914,218.911675352392,0.1112410136838,1,1,0,1,0
"12293",4.86848246178195,1.42546369099716,11.7055062327522,1,1,0,1,1
"4528",85.1130525997619,4.49587326887248,0.801080891506184,1,0,0,1,0
"13158",7.427529554178,0.125724879162184,5.03148676485721,1,0,0,1,1
"6858",69.7841978440719,0.0914199211674122,2.85804549845581,1,0,0,0,0
"5837",72.0887185625441,0.14928397169797,2.93968719953571,1,0,0,1,0
"9380",7.19860129232333,3.63342408519438,4.07708942053186,1,0,0,1,1
"16579",2.27129878496724,1.25664921664397,4.41669475694187,1,1,0,1,1
"10029",1.83408296594985,0.0326815421315757,4.65637407730048,0,0,0,1,1
"14583",3.36622135137573,0.65046173947389,4.13824968286216,1,0,0,1,1
"3256",9.95717933515078,2.93884778215589,1.18698048469426,1,1,0,1,0
"15909",109.101485473011,18.4710728242518,3.63701639002198,1,0,0,1,1
"5471",55.1084404453187,2.69376296251389,0.470097669183409,1,0,0,1,0
"5060",15.0494836901923,0.258583264299228,1.34774110129122,1,0,0,0,0
"950",1.10641897369123,24.7249668601826,2.41752422011876,0,0,0,1,0
"16728",7.63466509971245,19.8160130290802,16.4453102637883,1,0,0,1,1
"9596",0.460811706587409,64.0104912231054,0.429498222854482,0,0,0,1,1
"7475",3.49867769051959,0.517575262304651,3.9144939666419,1,0,0,1,0
"2423",4.30292847310934,0.376047738819579,2.51744068063357,1,1,0,0,0
"15799",5.06235708441333,0.744815200028967,10.0442373861414,1,0,0,1,1
"1284",5.34236365491878,27.6848746499995,0.978435699357735,1,0,0,1,0
"9307",9.54550611149167,54.5195256455131,0.809477800113708,1,0,0,1,1
"9243",50.4143987906465,0.385738417823713,6.6823950402049,1,0,0,1,1
"3078",13.9746025520484,1.20982417744922,2.58625986727115,1,0,0,1,0
"6912",0.470466165772217,0.0495633797618983,0.480723469461779,0,0,0,1,0
"6147",0.266432381040426,4.06609255955052,2.04326980474106,0,0,0,1,0
"13125",29.339139721149,4.63047944459069,5.55975168437192,1,1,0,1,1
"3610",126.344521876079,0.249015943400951,1.58682629191356,1,0,0,0,0
"2352",30.019912524496,0.488603880920448,2.4750425666951,1,0,0,0,0
"10573",19.9151747898656,0.628697971770897,9.45840146318097,1,0,0,1,1
"14621",128.37429962587,1.10944742426874,1.0799037486072,1,0,0,1,1
"5997",5.15803474227767,1.19752742276347,0.274569755639204,1,0,0,1,0
"6863",38.246099772792,0.752361182228815,1.26528140248032,1,0,0,1,0
"9131",123.442978034275,0.413855561594724,0.665597891863813,1,0,0,1,1
"9830",2.13643397796592,56.8553856411392,2.13390551171805,1,0,0,1,1
"14095",12.6100794806212,1.21071556147792,39.8805537817547,1,0,0,1,1
"7199",3.02085275915606,0.283309700784033,1.11024234689107,1,1,0,0,0
"17614",181.873941590574,20.2624119001233,1.39320887719345,1,0,0,1,1
"11779",1.92330303657692,4.20559880458705,6.50942625513171,1,0,0,1,1
"8363",0.744359473580476,3.17430082540813,1.57565571571858,0,0,0,0,0
"15374",60.7302316573188,0.715204830873957,5.81428558025999,1,0,0,1,1
"11000",282.037617168592,4.19345961889753,4.98313873282602,1,0,0,1,1
"4935",6.92102060482808,0.166634484118185,1.00116729739732,1,1,0,1,0
"13141",264.338388688306,1.20603670715495,0.45049827637618,1,0,0,1,1
"3354",4.39520892119013,2.39473194419188,0.445699525310527,1,1,0,0,0
"15506",33.2415788063744,0.309168992380476,8.26775323244787,1,0,0,1,1
"11006",2.22672719614565,2.38630712383135,9.08630666830218,1,1,0,1,1
"13843",3.06908773723651,0.499705470674733,7.64116878879938,1,1,0,1,1
"14513",360.061970634497,0.133083945112762,1.23341315113722,1,0,0,1,1
"288",15.8016447639975,2.31311541556515,0.288643798264509,1,0,0,0,0
"1484",15.3018716758206,8.02313541154479,0.46579212209385,1,0,0,1,0
"6969",14.117218599149,0.132431699653819,2.49557343137349,1,0,0,0,0
"559",3.73380848537731,3.42882606282543,0.880267609157098,1,0,0,1,0
"15963",200.596367206859,1.82548502638979,3.5059614435196,1,0,0,1,1
"7406",9.23224301913176,8.81986814882798,0.988466738669742,1,0,0,1,0
"15760",19.2653819425099,0.313552363349128,12.9059600571818,1,0,0,1,1
"3846",48.841367796106,6.29153828420367,2.40672412423051,1,0,0,1,0
"7567",7.56878846658164,20.8778553177018,1.04905835201278,1,0,0,1,0
"10144",9.54639939288575,4.96808822985582,4.10150681019731,1,0,0,1,1
"439",35.117227245857,0.921581968190213,1.12237548675279,1,1,1,1,0
"10283",86.338124454566,0.682437231615933,5.10321357017739,1,1,0,1,1
"10876",86.7548413638658,1.53114507375619,35.70402487994,1,0,0,1,1
"1493",16.4367456021051,271.543499208013,0.032204085895856,1,1,0,0,0
"5000",1.04064534269473,0.174752743920322,1.1577334520856,0,0,0,0,0
"4840",0.93695189117197,0.589358986613771,0.139479441815583,0,0,0,0,0
"5434",39.2108749075086,3.49833713496838,0.294183497083049,1,0,0,1,0
"17392",8.28784712607322,0.45149173312192,4.50285011184624,1,0,0,1,1
"8015",45.1784840519743,1.55298819496767,0.840958242904966,1,0,0,0,0
"7452",14.3570359881976,0.803532697651238,1.13397509566064,1,0,0,1,0
"11692",164.200779722308,29.7143813266864,1.65894931343901,1,0,0,1,1
"12987",35.0976212010317,3.21728826669315,4.50522609619223,1,0,0,1,1
"13600",9.00873600373458,2.85719351751043,4.42723645946893,1,0,0,1,1
"15182",31.1079283301624,0.150060277414688,11.3294831911715,1,0,0,1,1
"4367",1.30594110503443,3.55194853988697,1.59482331207635,0,1,0,0,0
"1902",12.2313825391009,7.96250336066077,0.532281289986267,1,1,0,1,0
"12452",10.3684287296322,3.09907790017822,6.26139148947595,1,0,0,1,1
"10285",9.99068801295878,2.14420574575804,9.30034333446581,1,1,0,1,1
"691",41.1081086464767,1.97921050047705,1.11988537679331,1,0,0,1,0
"2659",3.38154593390621,0.33197660681978,3.35191894687856,1,1,0,1,0
"14396",72.2495397415338,0.338933948277257,5.38101653410277,1,0,0,1,1
"13185",36.8399141924528,0.880323727030839,21.2492630038789,1,1,0,1,1
"15970",8.03160549363376,1.2819016331442,5.23096979304825,1,0,0,1,1
"17251",442.659764910662,1.45531858783112,0.332593800363906,1,0,0,1,1
"2269",4.57793805917655,400.078387669868,0.337354408421787,1,1,0,1,0
"1243",38.4671517213766,0.365706303484837,2.40671425783969,1,0,0,0,0
"4008",79.1255538198932,0.0579102473961676,0.198632929882174,1,1,0,0,0
"801",2.82944266333228,4.15248453692309,1.30592558694954,1,0,0,0,0
"4558",5.97685047840646,0.389333793224183,1.06274112575713,1,1,0,1,0
"4527",32.5293047865349,0.153178906340447,0.536225008612669,1,0,0,1,0
"15276",101.280858161942,0.484407969242881,0.668404127959636,1,0,0,1,1
"3334",39.9918136248096,1.89059805499721,0.439085117584202,1,0,0,1,0
"17078",53.4170466869636,1.3971742852692,5.70106311694602,1,0,0,1,1
"3123",7.48645749093734,0.296101120665481,1.87573107961244,1,0,0,1,0
"17132",11.8918536055493,0.991269230919047,8.59546853693581,1,0,0,1,1
"9223",19.4132075599966,4.13117359629803,6.17892422801761,1,0,0,1,1
"17719",5.98470297046916,0.108705733799951,4.56112717185486,1,0,0,1,1
"3981",9.68343498996621,1.85583026019171,3.73156532566542,1,0,0,1,0
"13322",57.8209812722931,0.626081286513954,4.06073083033944,1,0,0,1,1
"3922",6.57378195772311,1.739902735499,0.950766611428447,1,0,0,1,0
"12306",41.6053388417575,90.5445458237862,0.925970947039623,1,0,0,1,1
"5499",62.6938893510025,0.836785354658092,3.7305068796966,1,0,0,0,0
"10108",86.4896591105553,0.931904689492154,6.8639021107551,1,0,0,1,1
"932",74.9990945958047,0.823046672272824,6.97844863546395,1,0,0,0,0
"12213",172.684612056895,0.058602306576396,4.8280292981205,1,1,0,1,1
"7649",4.80866730243735,0.578677627169316,3.05171937402188,1,0,0,0,0
"1952",0.622311992614193,0.943180165708549,0.166411847094381,0,1,0,1,0
"11897",22.1573115971218,1.32495271288637,4.11678213241943,1,1,0,1,1
"7532",4.50440608602559,0.104527631827202,0.799182443657476,1,0,0,0,0
"4522",17.312441077348,2.88745892995702,1.18137268700366,1,0,0,0,0
"14690",19.1620421619766,2.27576623313113,24.2374640760555,1,0,0,1,1
"15926",12.4192627205202,0.287235318845315,6.01618408686303,1,0,0,1,1
"9991",4.93976064079545,0.633334202905549,4.12371485179543,1,1,0,1,1
"12166",207.390063231559,0.110436477137957,2.91723011722172,1,0,0,1,1
"14717",12.2408623281765,149.111720884807,8.93894446465005,1,0,0,1,1
"3651",8.01964500876971,1.25996767320613,0.606008503263521,1,1,0,1,0
"6972",58.1987272831055,12.2125575161951,0.442192879597634,1,0,0,0,0
"526",36.2120262583738,11.5043695882627,1.06068192607773,1,0,0,1,0
"10228",201.479699809135,0.963739301397301,1.21893190310498,1,0,0,1,1
"910",59.3645477409128,0.120269091674932,0.952958982579723,1,1,1,0,0
"6045",4.7436828371084,0.30242321597949,0.35159773440377,1,1,0,0,0
"17379",71.7902850526902,7.02271881054888,8.31345635154611,1,1,0,1,1
"232",7.73578483891632,0.77003855679932,0.48532078723472,1,1,0,1,0
"7229",39.7300426955566,6.45014765558189,0.282879056433997,1,1,0,1,0
"16763",5.75898113143928,0.528220047775346,14.0620803146613,1,0,0,1,1
"4325",3.74421903674289,69.4905574731241,2.39340601070979,1,0,0,0,0
"17296",2.87940920602535,0.765892531879548,4.3822978969022,1,1,0,1,1
"16705",174.170801371051,3.05848330844952,2.32915138548148,1,0,0,1,1
"6586",6.37810106027321,0.76753166853217,2.62824701809351,1,0,0,1,0
"17061",3.98647506266793,0.729293498037968,5.88549567135837,1,1,0,1,1
"17056",14.8870562393103,4.45594995667415,7.79953719364936,1,0,0,1,1
"5701",80.379827391821,1.02678989620448,0.591990875969723,1,0,0,0,0
"8976",1.09245816056606,0.179815109807508,1.86943439316847,0,0,1,1,0
"17703",111.788482216786,119.909770889515,0.366558587683498,1,1,0,1,1
"17048",6.30190755905111,0.51374692567919,14.4471299799282,1,0,0,1,1
"5705",32.4642966873928,3.34222113525404,3.14910440448632,1,0,0,0,0
"17091",25.8250475322299,87.2489943920525,0.535068536891173,1,0,0,1,1
"4874",2.32495466580974,0.0347260569000854,8.63662760290199,1,1,0,0,0
"7039",35.0948218393703,0.0495752959090642,2.27392186567485,1,1,0,1,0
"12177",8.05713651757588,172.169231014651,1.71513241108392,1,0,0,1,1
"9905",10.0812986629032,3.41981180394431,5.40804306058483,1,1,0,1,1
"8951",8.02770768630488,0.209683467491572,0.261272844088534,1,1,0,1,0
"12628",8.85886731205513,1.29503759991736,7.54160558657933,1,0,0,1,1
"17475",1.48904194403125,0.0806175354665983,4.13680285486069,0,0,0,1,1
"4726",11.6693232588162,1.22377672954256,0.757417834492142,1,1,0,0,0
"13045",15.8067316557122,0.594815258260832,4.93327635362918,1,0,0,1,1
"12033",11.1290675954996,0.118860620492711,4.70814301249756,1,0,0,1,1
"1207",25.1843978372479,0.126245630996726,0.303503559525324,1,1,0,1,0
"8707",0.649662221412474,55.5344832613694,3.02894758801822,0,0,0,0,0
"12651",2.46129631487195,51.9732183224139,6.5702415082911,1,1,0,1,1
"16740",2.93252895610272,0.416009458731998,5.62038941023312,1,1,0,1,1
"2701",3.79188296957815,1.09036364959261,0.309031082228109,1,1,0,0,0
"3735",2.53450408629287,7.18314440477251,0.489333096885393,1,1,1,1,0
"16024",132.973778886068,0.809042057499138,9.91653818803657,1,0,0,0,1
"14431",15.7596965837314,47.2822599103353,6.75695576006937,1,0,0,1,1
"16235",153.805540501275,0.119843722169791,0.273625449356948,1,0,0,1,1
"11062",96.9016807057474,3.42099450034343,4.55159690447278,1,0,0,1,1
"14211",0.993450286910127,1.39894822745115,8.23994614396319,0,0,0,1,1
"701",2.11001376823572,0.943800300209448,0.352280176349512,1,0,0,0,0
"2834",3.78273578780701,0.193736994227406,2.13638312265936,1,0,0,0,0
"4533",28.6117840106316,0.0515339375524174,1.67980330424925,1,0,0,1,0
"14163",9.34616348711797,4.96443629104459,14.0194553099384,1,1,0,1,1
"3786",12.4435032084427,2.47327577542078,0.0951212513308793,1,1,0,1,0
"2803",21.8907498327661,1.43302167884855,1.4800643484664,1,0,1,1,0
"6213",16.3706770882765,0.200306435836108,0.366435740127507,1,0,0,1,0
"2713",4.15740448346873,0.27186451971065,1.59886260655215,1,0,0,1,0
"3917",8.76419178503508,1.66950039554821,1.36840173800502,1,0,0,1,0
"5660",0.586389245472924,0.24596380766426,0.148969530678928,0,1,0,0,0
"3248",123.245854827433,24.3053703528724,0.518756455551189,1,1,1,1,0
"17404",63.6310192175623,0.591023976922864,4.72911430840302,1,0,0,1,1
"5498",74.7621956230298,1.24503757834957,0.18262671577562,1,1,0,1,0
"4374",3.28343053694003,0.620142551352259,0.277528453184194,1,0,0,0,0
"8339",35.8797973708807,0.206606765270099,0.743668805515166,1,0,1,1,0
"12075",312.030128325486,0.5149104766943,1.19893922472436,1,0,0,1,1
"11831",22.1181495192602,0.0258671647740999,9.6002822214512,1,1,0,1,1
"9071",36.2420410221267,0.099952639477707,3.8585316988561,1,0,0,1,0
"12866",5.2340095603496,0.11464297344307,5.31670153319847,1,0,0,1,1
"16732",20.6151850048958,124.35990693315,5.50811672528093,1,0,0,1,1
"17813",17.1460754340094,4.40564776356981,4.0023744160782,1,0,0,1,1
"595",21.7834136107802,1.80054756470496,2.63144424612255,1,1,0,1,0
"15087",0.882709338112461,17.420341279494,6.16575558882321,0,0,0,1,1
"1306",4.09742231152151,0.119417463572262,0.123860558325577,1,0,0,0,0
"11601",0.942862075233384,12.6867658398069,6.40556759729597,0,0,0,1,1
"15894",117.989613919932,0.925604536521509,1.24938857507948,1,0,0,1,1
"12507",13.5497772628464,8.92951061582926,4.43458451043258,1,0,0,1,1
"12139",103.627348314629,0.220018866633072,0.200864042564293,1,0,0,1,1
"4017",53.9230363902318,1.08022817508303,1.83795566980939,1,0,0,1,0
"17725",2.92108611839134,2.92911717556509,6.87993243243078,1,0,0,1,1
"12945",114.547921482327,0.417527294997577,0.742044141449976,1,0,0,1,1
"9009",5.73185330393514,3.25506292649555,0.311714855991585,1,0,0,1,0
"831",9.62556309520381,3.08437336117277,1.24768912263419,1,0,0,0,0
"11896",105.077499211324,3.32523702233863,1.92514814076087,1,0,0,1,1
"2881",0.852080194632923,0.197495585752649,0.442313833972715,0,0,0,1,0
"6041",3.44325572880686,3.56274886605678,0.761046297221362,1,0,0,1,0
"4257",3.75358867110741,19.4558216212413,0.532767924018663,1,1,0,1,0
"2082",12.7631945616781,0.353882100831837,0.649625845450051,1,0,0,0,0
"6798",12.7095969312987,0.0949696617612936,1.293719547699,1,0,0,0,0
"3408",7.36181470370455,16.3335145804742,2.32084203660026,1,0,0,1,0
"11536",6.04459829153639,0.587127684630525,8.84527354578966,1,1,0,1,1
"10176",11.4196513878722,1.77269146338441,8.07892650387988,1,1,0,1,1
"14756",1.74011913685664,2.72671601052162,4.27796307141468,0,0,0,1,1
"12070",2.73962604816858,0.624215855742125,10.495084658984,1,1,0,1,1
"14700",1.66230396827543,51.7386390853241,0.322537485020169,0,0,0,1,1
"604",9.3764289095133,0.541243632164197,0.369733664530969,1,0,0,1,0
"15385",0.670030787137341,31.072621014279,4.61748719110442,0,0,0,1,1
"6093",1.30131550858093,1.32997464210437,1.14378176842596,0,0,0,1,0
"7345",11.280442570345,0.388475954240704,2.18687208070222,1,0,0,0,0
"6099",11.186492117915,0.17230002358602,0.196512316407508,1,0,0,0,0
"12655",16.9010129520501,2.00194336413288,4.83239950881566,1,1,0,1,1
"13282",14.9860016395186,0.656430146046062,5.77014922287192,1,0,0,1,1
"12035",16.1978575024893,5.06044075059417,11.8003812386195,1,0,0,1,1
"860",8.27306777780163,0.69904642525811,0.539797294939979,1,0,0,0,0
"4011",11.1273281509404,0.476309540636415,1.63679272885599,1,1,0,1,0
"5292",1.65516505857722,0.522993089782844,0.991252270102336,0,0,0,1,0
"10562",20.7793716843989,0.823167575766087,4.46770094327024,1,1,0,1,1
"7141",21.6070013294536,2.16887177284779,2.6151118856977,1,0,0,0,0
"2326",2.34368950021061,15.7573971451576,0.363210618100656,1,0,0,1,0
"6558",19.9758431169308,0.775691493891058,1.36018206137777,1,0,0,1,0
"16835",108.267534239941,1.77608537315563,6.1484282829904,1,0,0,1,1
"5152",17.7899955568859,0.519145614717958,2.74741226663747,1,1,0,0,0
"8061",1.57636739186219,1.53479218388977,0.28213711534916,0,1,0,0,0
"6945",2.27758191944761,6.50774226595848,1.82646252700019,1,0,0,0,0
"9690",3.07244328385728,0.0785144652488167,8.75396031055742,1,0,0,1,1
"14543",0.936676444727855,79.3758152785197,5.92862108884886,0,1,0,1,1
"4507",5.46618516861114,0.837188671291505,1.88278248906991,1,0,0,0,0
"7859",37.7824428714111,0.630523181633769,5.96479753375969,1,0,0,0,0
"3189",1.75755838504112,0.112283906504223,1.62634197582882,0,1,0,1,0
"8253",14.7168271869273,2.88114489507704,1.9359393531559,1,1,1,0,0
"13021",103.406833944092,1.27635913870595,0.546232440509528,1,0,0,1,1
"2992",37.975252805414,0.448616478716011,1.58689941994154,1,0,0,1,0
"14234",6.9532290346292,0.194671393655253,4.87933194688772,1,0,0,1,1
"1026",51.3793553643212,0.063972763048601,0.199613881621292,1,0,1,1,0
"15774",44.3335352962048,66.4068798057102,3.35775892623153,1,0,0,1,1
"3910",2.76733087179015,0.0519962792932702,0.578025463388454,1,0,0,0,0
"2645",7.46297435115571,0.389827842059292,1.17931616049198,1,1,0,1,0
"14985",3.72855350297523,52.2881708411891,0.565752249093032,1,0,0,1,1
"16142",24.4546159269023,0.106608197412154,4.466519206587,1,0,0,1,1
"2724",76.0678858486332,3.03961794675671,0.0391828419721465,1,0,0,0,0
"4050",8.25477151284895,0.269727591347744,1.01879468342865,1,1,1,1,0
"7681",15.6231642275099,17.7759546174005,3.85178029353237,1,0,0,0,0
"16745",60.0230518090118,9.22541324079607,5.46845244022526,1,1,0,1,1
"5503",22.7093706251682,0.112336001520029,0.505393356812399,1,1,0,1,0
